id1,id2,weight
bristle.v.03,have.v.02,1
check_out.v.07,communicate.v.02,1
blanket_jam.v.01,interrupt.v.01,1
draw_up.v.02,straighten.v.03,1
daunt.v.01,discourage.v.02,1
aspirate.v.03,inhale.v.02,1
ruin.v.06,decay.v.02,1
endorse.v.04,declare.v.01,1
head.v.02,manage.v.02,1
counterchallenge.v.01,move.v.02,1
cord.v.01,put.v.01,1
sough.v.01,sound.v.02,1
bring.v.01,transport.v.02,1
strop.v.01,sharpen.v.01,1
quirk.v.01,twist.v.03,1
feed.v.03,transfer.v.05,1
overburden.v.01,move.v.02,1
reintegrate.v.01,change.v.01,1
betray.v.01,act.v.01,1
turn.v.26,develop.v.10,1
vouchsafe.v.01,transfer.v.05,1
wash_down.v.02,run.v.06,1
grill.v.02,examine.v.04,1
excise.v.03,unmake.v.01,1
make.v.42,act.v.03,1
overlook.v.05,survey.v.02,1
insufflate.v.03,breathe.v.01,1
apostrophize.v.01,communicate.v.02,1
coordinate.v.02,control.v.01,1
superimpose.v.01,put.v.01,1
skin_over.v.01,change_state.v.01,1
carve.v.01,move.v.02,1
crab.v.02,travel.v.01,1
drowse.v.02,rest.v.05,1
budget.v.01,calculate.v.01,1
fog_up.v.01,change.v.01,1
fraternize.v.01,socialize.v.01,1
spat.v.06,put.v.01,1
share.v.05,act.v.01,1
blur.v.06,change.v.02,1
reharmonize.v.01,make.v.03,1
feather.v.03,travel.v.01,1
leave.v.07,produce.v.03,1
adhere.v.01,match.v.01,1
reflate.v.04,balloon.v.02,1
flex.v.01,change.v.02,1
cense.v.01,cause_to_be_perceived.v.01,1
button.v.02,attach.v.01,1
bury.v.02,lay.v.02,1
check_out.v.02,announce.v.01,1
ripen.v.02,change.v.02,1
drift.v.04,differ.v.01,1
intuit.v.01,grok.v.01,1
ignore.v.01,interact.v.01,1
overlap.v.01,coexist.v.02,1
envy.v.01,see.v.05,1
blast.v.04,move.v.02,1
demand.v.05,summon.v.01,1
bruise.v.03,break_up.v.16,1
match.v.09,change.v.02,1
copulate.v.01,join.v.04,1
obstipate.v.01,constipate.v.02,1
wigwag.v.01,brandish.v.01,1
solmizate.v.02,interact.v.01,1
hock.v.02,indispose.v.03,1
connect.v.08,act.v.01,1
accouter.v.01,supply.v.01,1
take_a_bow.v.01,evaluate.v.02,1
riff.v.02,re-create.v.01,1
log_up.v.01,save.v.02,1
mortise.v.01,move.v.02,1
work_out.v.02,turn_out.v.04,1
poll.v.01,analyze.v.01,1
applaud.v.02,praise.v.01,1
syncopate.v.01,reduce.v.01,1
carry_back.v.01,subtract.v.01,1
jab.v.01,push.v.01,1
interleave.v.03,intersperse.v.02,1
describe.v.01,elaborate.v.01,1
urge.v.01,act.v.01,1
handicap.v.02,change.v.01,1
de-escalate.v.01,change_magnitude.v.01,1
flurry.v.01,move.v.03,1
plug.v.01,repair.v.01,1
jam.v.04,end.v.02,1
croquet.v.01,hit.v.01,1
interleave.v.03,insert.v.02,1
stock.v.04,give.v.03,1
extend.v.15,change.v.01,1
descant.v.01,talk.v.02,1
debouch.v.01,travel.v.01,1
fluff_up.v.01,shake.v.01,1
crumble.v.01,change_integrity.v.01,1
garrison.v.01,station.v.01,1
splurge.v.01,spend.v.02,1
hold_off.v.01,resist.v.02,1
export.v.03,spread.v.01,1
expense.v.01,devalue.v.02,1
sulfurette.v.01,compound.v.05,1
stem.v.02,orient.v.03,1
shoot.v.02,kill.v.01,1
demarcate.v.01,distinguish.v.01,1
ground_out.v.01,propel.v.01,1
send_in.v.01,send.v.02,1
bulletin.v.01,interact.v.01,1
stet.v.02,direct.v.01,1
understate.v.01,inform.v.01,1
cycle.v.02,travel.v.01,1
run_down.v.06,pay.v.01,1
dice.v.02,compete.v.01,1
baste.v.01,wet.v.01,1
bring_around.v.02,better.v.02,1
apologize.v.02,present.v.02,1
boom.v.05,change_magnitude.v.01,1
edit.v.02,publish.v.02,1
carom.v.02,move.v.02,1
coordinate.v.03,equal.v.01,1
subside.v.01,change_magnitude.v.01,1
deplane.v.01,exit.v.01,1
cart.v.02,move.v.02,1
dredge.v.01,cover.v.01,1
treat.v.07,negociate.v.05,1
summate.v.02,interact.v.01,1
blow.v.20,rest.v.03,1
man.v.02,staff.v.01,1
defy.v.03,request.v.02,1
graft.v.01,join.v.04,1
slang.v.01,interact.v.01,1
detach.v.01,separate.v.02,1
induce.v.05,produce.v.03,1
demobilize.v.02,let_go_of.v.01,1
wan.v.01,change_state.v.01,1
enumerate.v.01,denote.v.02,1
burgeon.v.01,increase.v.01,1
spirit_away.v.01,take_away.v.01,1
teem.v.01,be.v.01,1
throw_in.v.01,lend.v.01,1
trespass.v.03,relate.v.05,1
tyrannize.v.02,strong-arm.v.02,1
spit.v.01,exhaust.v.05,1
gear.v.01,change.v.03,1
huddle.v.01,interact.v.01,1
assist.v.02,work.v.01,1
wilt.v.01,weaken.v.02,1
vouch.v.03,transfer.v.02,1
rack_up.v.04,fill.v.02,1
skin_pop.v.01,inject.v.04,1
check.v.23,stop.v.05,1
coke.v.01,change_state.v.01,1
travel_rapidly.v.01,travel.v.01,1
descant_on.v.01,talk.v.02,1
give_away.v.03,pass.v.05,1
retrench.v.01,keep.v.03,1
embroil.v.01,react.v.01,1
slack.v.03,change.v.01,1
nibble.v.02,bite.v.01,1
cord.v.01,arrange.v.01,1
mix.v.03,compound.v.02,1
roneo.v.01,make.v.03,1
cool.v.01,change.v.01,1
mellow.v.03,soften.v.07,1
get_the_best.v.01,get_the_better_of.v.01,1
authenticate.v.01,interact.v.01,1
mechanize.v.01,equip.v.01,1
romance.v.04,act.v.01,1
clank.v.01,cause_to_be_perceived.v.01,1
gloss.v.02,act.v.01,1
sex.v.02,identify.v.01,1
crunch.v.02,press.v.01,1
ask.v.02,communicate.v.01,1
forward.v.01,transport.v.04,1
double.v.05,play.v.01,1
smooch.v.01,pet.v.01,1
hollo.v.01,inspire.v.01,1
blitzkrieg.v.01,war.v.01,1
garage.v.01,have.v.01,1
screen.v.01,examine.v.02,1
lift.v.18,ask.v.02,1
pop.v.13,change_integrity.v.01,1
pair.v.01,unite.v.01,1
stenograph.v.01,mark.v.05,1
tailor.v.01,change.v.03,1
rename.v.02,name.v.03,1
reduce.v.08,have.v.01,1
graph.v.02,make.v.03,1
talk_turkey.v.01,act.v.01,1
unclip.v.01,change_by_reversal.v.01,1
punt.v.02,propel.v.01,1
settle.v.14,arrange.v.02,1
noose.v.02,connect.v.01,1
tessellate.v.02,tile.v.01,1
establish.v.01,open.v.02,1
pother.v.01,disturb.v.01,1
counter-drill.v.01,separate.v.02,1
refracture.v.01,fracture.v.05,1
proliferate.v.01,change.v.02,1
automatize.v.01,change.v.01,1
derate.v.01,change.v.01,1
subjugate.v.02,control.v.01,1
take_lying_down.v.01,accept.v.03,1
guide.v.04,decide.v.01,1
invite.v.07,move.v.02,1
chlorinate.v.02,disinfect.v.01,1
block_out.v.04,clarify.v.01,1
buck.v.04,move.v.03,1
prepossess.v.03,affect.v.05,1
bunk.v.02,bed.v.01,1
pin.v.03,enter.v.01,1
doubt.v.02,evaluate.v.02,1
line_up.v.03,stand.v.01,1
homologize.v.01,equal.v.01,1
divest.v.03,remove.v.01,1
abacinate.v.01,blind.v.02,1
embroider.v.01,decorate.v.01,1
proselytize.v.01,change.v.01,1
chuck.v.03,stroke.v.01,1
scallop.v.04,take.v.04,1
knit.v.02,join.v.04,1
make.v.27,move.v.02,1
rack.v.09,work.v.05,1
ask.v.07,move.v.02,1
subtilize.v.01,distinguish.v.01,1
griddle.v.01,change.v.02,1
carol.v.01,act.v.01,1
fly.v.06,travel.v.01,1
rarefy.v.01,change.v.01,1
remit.v.07,change.v.02,1
smash.v.10,break.v.02,1
houseclean.v.01,put.v.01,1
grieve.v.02,afflict.v.01,1
skim.v.07,understand.v.01,1
invite.v.04,move.v.02,1
clock_in.v.01,keep.v.03,1
sow.v.02,publicize.v.01,1
dismiss.v.05,travel.v.01,1
call.v.21,evaluate.v.02,1
vanish.v.05,change.v.02,1
lash.v.02,swing.v.02,1
berry.v.01,pick.v.02,1
halve.v.01,divide.v.02,1
lend.v.03,be.v.01,1
circumambulate.v.01,travel.v.01,1
lyric.v.01,write.v.01,1
ramble_on.v.01,interact.v.01,1
shave.v.05,separate.v.02,1
deprecate.v.01,think.v.03,1
enfilade.v.01,cover.v.03,1
come_up.v.01,generate.v.01,1
court.v.03,act.v.01,1
sweeten.v.01,change.v.01,1
apostrophize.v.01,interact.v.01,1
scale_down.v.01,resize.v.01,1
recapture.v.02,re-create.v.01,1
temper.v.02,modify.v.01,1
deprecate.v.01,disapprove.v.02,1
temporize.v.01,prolong.v.01,1
flood_in.v.01,arrive.v.01,1
panic.v.02,make.v.03,1
gargle.v.02,wash.v.02,1
flash.v.01,radiate.v.05,1
call_in.v.05,telecommunicate.v.01,1
nitrify.v.03,enrich.v.01,1
wash_out.v.03,destroy.v.02,1
scrub.v.02,better.v.02,1
spat.v.06,spawn.v.02,1
chant.v.01,interact.v.01,1
squelch.v.03,travel.v.01,1
broach.v.01,interact.v.01,1
decline.v.04,change.v.02,1
bind.v.04,connect.v.01,1
tumble.v.08,change_magnitude.v.01,1
middle.v.01,move.v.02,1
liquidate.v.04,agree.v.01,1
beckon.v.03,request.v.02,1
field-test.v.01,think.v.03,1
buzz.v.04,ask.v.02,1
reface.v.02,face.v.09,1
tie_up.v.05,attach.v.01,1
squint.v.01,act.v.01,1
hedge.v.01,avoid.v.01,1
clamor.v.01,convey.v.03,1
break_in.v.04,intrude.v.01,1
insulate.v.01,change.v.01,1
rub.v.03,worsen.v.02,1
offer.v.01,supply.v.01,1
misspend.v.01,give.v.03,1
haemagglutinate.v.01,agglutinate.v.02,1
rebate.v.02,separate.v.02,1
consolidate.v.02,change.v.02,1
rumple.v.03,change.v.02,1
gag.v.03,tie.v.01,1
drop_the_ball.v.01,disrespect.v.01,1
cheese.v.02,spool.v.02,1
vocalize.v.05,interact.v.01,1
cut_away.v.02,separate.v.02,1
lace.v.03,create_from_raw_material.v.01,1
last.v.01,be.v.01,1
ward_off.v.02,defend.v.02,1
damp.v.02,restrain.v.01,1
presuppose.v.02,communicate.v.02,1
hamstring.v.02,injure.v.01,1
pack.v.05,initiate.v.02,1
bead.v.02,decorate.v.01,1
suppurate.v.01,restrain.v.01,1
brisk.v.01,accelerate.v.01,1
subside.v.02,dip.v.08,1
summer.v.01,spend.v.01,1
kayak.v.01,boat.v.01,1
g.i..v.01,move.v.02,1
come_back.v.01,reappear.v.01,1
try.v.07,arouse.v.01,1
thin_out.v.01,reduce.v.01,1
inset.v.01,move.v.02,1
hail.v.03,order.v.01,1
pain.v.02,upset.v.02,1
countermarch.v.02,think.v.03,1
carry.v.24,balance.v.01,1
whizz.v.01,sound.v.02,1
fawn.v.02,praise.v.01,1
snap.v.01,communicate.v.02,1
undertake.v.03,express.v.02,1
document.v.02,confirm.v.01,1
announce.v.04,inform.v.01,1
stack.v.01,load.v.01,1
atrophy.v.01,change_magnitude.v.01,1
exalt.v.04,lift.v.10,1
imbricate.v.02,be.v.03,1
board.v.04,give.v.03,1
romanticize.v.01,think.v.03,1
spring-clean.v.01,houseclean.v.01,1
clangor.v.01,cause_to_be_perceived.v.01,1
respect.v.01,see.v.05,1
rabbet.v.01,join.v.02,1
tauten.v.02,change.v.01,1
stucco.v.01,change.v.01,1
borrow.v.01,get.v.01,1
respire.v.02,undergo.v.01,1
circumvallate.v.01,wall.v.01,1
desynchronize.v.01,change_by_reversal.v.01,1
hold_forth.v.01,communicate.v.02,1
dematerialize.v.01,vanish.v.02,1
charge.v.18,request.v.01,1
serve.v.01,suffice.v.01,1
serve.v.01,satisfy.v.01,1
glycerolize.v.01,move.v.02,1
attest.v.02,declare.v.01,1
study.v.05,learn.v.01,1
boom.v.04,cause_to_be_perceived.v.01,1
beat.v.05,create_from_raw_material.v.01,1
rouge.v.01,change.v.01,1
can.v.01,cook.v.02,1
disapprove.v.02,evaluate.v.02,1
network.v.01,act.v.01,1
deflate.v.06,decrease.v.01,1
overlie.v.02,kill.v.01,1
strangle.v.03,change_state.v.01,1
plane.v.03,change_surface.v.01,1
swear.v.03,vow.v.01,1
unfold.v.04,change_by_reversal.v.01,1
strand.v.02,land.v.04,1
allude.v.01,inform.v.01,1
wallow.v.04,rejoice.v.01,1
monologuize.v.01,act.v.01,1
talk_of.v.01,communicate.v.02,1
rear.v.04,move.v.02,1
rubberize.v.01,coat.v.01,1
whack.v.01,touch.v.01,1
review.v.01,analyze.v.01,1
congee.v.02,gesticulate.v.01,1
notate.v.01,write_down.v.01,1
dunk.v.01,immerse.v.01,1
acknowledge.v.06,accept.v.01,1
crash.v.06,occupy.v.02,1
ostracize.v.02,prevent.v.02,1
restrict.v.03,restrain.v.01,1
prompt.v.03,communicate.v.02,1
mantle.v.02,touch.v.05,1
percuss.v.01,touch.v.01,1
flight.v.01,shoot.v.02,1
re-explore.v.01,analyze.v.01,1
cover.v.17,supplant.v.01,1
deck.v.01,be.v.01,1
calibrate.v.03,measure.v.01,1
beam.v.03,interact.v.01,1
add_to.v.01,increase.v.01,1
connote.v.02,tell.v.02,1
dish.v.02,change.v.01,1
drive.v.02,travel.v.01,1
claw.v.04,comment.v.01,1
divide.v.01,change.v.02,1
magnify.v.01,increase.v.01,1
heal.v.02,change_state.v.01,1
bobsled.v.01,ride.v.02,1
outroar.v.01,beat.v.01,1
adsorb.v.01,change_state.v.01,1
crack.v.10,inform.v.01,1
print.v.01,produce.v.02,1
trisect.v.01,cut.v.01,1
delegate.v.01,appoint.v.02,1
put_away.v.07,change.v.01,1
tube.v.01,give.v.03,1
skim.v.04,throw.v.01,1
subpoena.v.01,transmit.v.04,1
sell_out.v.02,communicate.v.02,1
bunk_off.v.01,fail.v.01,1
metal.v.01,coat.v.01,1
mortify.v.01,discipline.v.01,1
dangle.v.02,fasten.v.01,1
develop.v.12,change.v.01,1
represent.v.12,clarify.v.01,1
substitute.v.03,supplant.v.01,1
wrestle.v.01,battle.v.01,1
snaffle.v.02,bridle.v.02,1
retranslate.v.01,communicate.v.02,1
run.v.05,be.v.01,1
sprinkle.v.02,spread.v.01,1
shrink_back.v.01,move.v.03,1
outbid.v.01,bid.v.04,1
maximize.v.01,change.v.01,1
gum_up.v.01,clog.v.01,1
reintegrate.v.01,compound.v.05,1
augment.v.02,increase.v.01,1
kill.v.12,remove.v.01,1
overturn.v.01,move.v.03,1
recall.v.06,evaluate.v.02,1
challenge.v.02,move.v.02,1
groak.v.01,view.v.02,1
divest.v.02,free.v.06,1
semaphore.v.01,communicate.v.02,1
turn_the_tables.v.01,change.v.02,1
tyrannize.v.01,govern.v.03,1
shipwreck.v.02,fail.v.02,1
reunify.v.01,unite.v.01,1
equilibrate.v.01,change.v.02,1
talk_shop.v.01,act.v.01,1
rim.v.01,lie.v.01,1
parcel.v.01,change_integrity.v.01,1
wind_up.v.02,move.v.02,1
impeach.v.01,challenge.v.02,1
screw_up.v.03,turn.v.09,1
tunnel.v.02,penetrate.v.01,1
disbud.v.01,reduce.v.01,1
clean_out.v.03,deprive.v.01,1
desecrate.v.01,assail.v.01,1
pull_the_leg_of.v.01,communicate.v.02,1
dedicate.v.03,communicate.v.02,1
modify.v.02,increase.v.01,1
remit.v.04,request.v.01,1
drag.v.04,travel.v.01,1
metal.v.01,cover.v.01,1
outrange.v.01,beat.v.01,1
second-guess.v.02,comment.v.02,1
contraindicate.v.01,interact.v.01,1
troll.v.03,communicate.v.02,1
carry.v.29,move.v.02,1
wield.v.02,manipulate.v.02,1
clarify.v.01,explain.v.01,1
welcome.v.02,address.v.09,1
lay_over.v.01,break.v.10,1
wax.v.03,change_magnitude.v.01,1
acknowledge.v.06,think.v.03,1
air-slake.v.01,wet.v.01,1
inundate.v.02,touch.v.05,1
name.v.05,specify.v.02,1
provision.v.01,supply.v.01,1
champ.v.01,break.v.02,1
paraphrase.v.01,act.v.01,1
cover.v.12,prevent.v.02,1
argue.v.02,talk.v.01,1
degas.v.01,remove.v.01,1
outplay.v.01,beat.v.01,1
rattle.v.02,move.v.03,1
crisscross.v.01,traverse.v.01,1
tread.v.03,press.v.01,1
dig.v.05,move.v.02,1
cleanse.v.02,rid.v.01,1
pinch.v.05,change.v.01,1
vegetate.v.02,change.v.01,1
flute.v.01,change.v.02,1
feed.v.03,give.v.03,1
prowl.v.02,loiter.v.01,1
solve.v.01,understand.v.01,1
rehabilitate.v.03,restore.v.01,1
pin.v.02,attach.v.01,1
defrock.v.01,divest.v.02,1
premeditate.v.01,communicate.v.02,1
capitalize.v.06,replace.v.01,1
stage.v.01,re-create.v.01,1
augment.v.01,change.v.01,1
call.v.05,request.v.01,1
weigh.v.03,quantify.v.02,1
want.v.05,miss.v.06,1
clog.v.05,change_state.v.01,1
racket.v.03,hit.v.01,1
refer.v.04,send.v.01,1
seat.v.07,move.v.02,1
land.v.05,deliver.v.09,1
tie_down.v.01,restrain.v.03,1
sign.v.02,validate.v.01,1
direct.v.01,transfer.v.02,1
meet.v.04,transfer.v.05,1
stimulate.v.01,affect.v.01,1
admit.v.02,react.v.01,1
abnegate.v.03,disown.v.02,1
internationalize.v.01,control.v.01,1
fumble.v.05,compete.v.01,1
sing.v.01,sing.v.02,1
pitch.v.11,position.v.01,1
say.v.11,interact.v.01,1
prelude.v.01,match.v.01,1
strafe.v.01,contend.v.06,1
bootleg.v.01,sell.v.01,1
gouge_out.v.01,shape.v.02,1
riddle.v.02,perplex.v.01,1
blow_up.v.02,increase.v.02,1
slack.v.02,neglect.v.03,1
sit_out.v.02,accept.v.03,1
vitaminize.v.01,add.v.01,1
cruise.v.03,search.v.02,1
put_away.v.05,kill.v.01,1
dragoon.v.02,dominate.v.03,1
render.v.05,transfer.v.02,1
top.v.10,end.v.02,1
affect.v.02,change.v.01,1
brunch.v.01,consume.v.02,1
retain.v.02,continue.v.03,1
hand_down.v.01,pass_on.v.04,1
miter.v.02,award.v.01,1
sign.v.01,act.v.01,1
tap.v.10,remove.v.01,1
sniff.v.02,inhale.v.02,1
break.v.51,understand.v.01,1
rivet.v.02,attach.v.01,1
muzzle.v.01,transfer.v.05,1
web.v.01,create_from_raw_material.v.01,1
stickle.v.01,talk.v.01,1
spam.v.01,e-mail.v.01,1
adopt.v.02,get.v.01,1
work_out.v.05,be.v.01,1
reference.v.01,make.v.03,1
enumerate.v.01,name.v.02,1
roof.v.01,cover.v.01,1
flip.v.06,propel.v.01,1
impinge.v.01,use.v.01,1
carry.v.30,follow.v.01,1
give_away.v.03,transfer.v.05,1
tie-dye.v.01,change.v.02,1
stress.v.01,impart.v.01,1
protest.v.02,evaluate.v.02,1
face-lift.v.01,treat.v.03,1
pyramid.v.04,change_magnitude.v.01,1
standardize.v.02,evaluate.v.02,1
sweep.v.03,rub.v.01,1
demonstrate.v.04,refute.v.01,1
inset.v.01,insert.v.02,1
design.v.05,create.v.05,1
mourn.v.02,observe.v.06,1
carry.v.15,interact.v.01,1
dock.v.03,have.v.01,1
stack.v.01,fill.v.01,1
prolong.v.02,keep.v.01,1
enslave.v.01,subjugate.v.02,1
spill.v.02,run.v.06,1
pontificate.v.01,control.v.01,1
write_in.v.02,act.v.01,1
attest.v.04,interact.v.01,1
indicate.v.02,inform.v.01,1
pine_away.v.01,weaken.v.02,1
author.v.01,make.v.03,1
concede.v.03,transfer.v.05,1
fix.v.10,change.v.01,1
incubate.v.01,change.v.02,1
decline.v.05,descend.v.01,1
reconquer.v.01,recapture.v.03,1
owe.v.02,depend_on.v.01,1
shag.v.01,move.v.03,1
confederate.v.02,join.v.01,1
hum.v.01,interact.v.01,1
girdle.v.01,move.v.02,1
market.v.03,transact.v.01,1
evaporate.v.03,change.v.02,1
belt_out.v.01,interact.v.01,1
fret.v.03,transfer.v.05,1
guillotine.v.01,decapitate.v.01,1
steam.v.04,anger.v.02,1
transform.v.06,change.v.01,1
susurrate.v.01,interact.v.01,1
barbeque.v.01,change_integrity.v.01,1
scribe.v.01,move.v.02,1
bounce_out.v.01,move.v.02,1
come_of_age.v.01,increase.v.01,1
serialize.v.01,arrange.v.01,1
outfight.v.01,get_the_better_of.v.01,1
crispen.v.01,change.v.01,1
countermarch.v.02,reorder.v.01,1
bar.v.01,convey.v.03,1
agglomerate.v.01,form.v.07,1
add_to.v.01,change.v.02,1
persevere.v.01,keep.v.01,1
deactivate.v.01,let_go_of.v.01,1
turn_around.v.02,change.v.01,1
demand.v.05,order.v.01,1
crave.v.02,transfer.v.02,1
cartoon.v.01,re-create.v.01,1
spell.v.05,charm.v.02,1
peddle.v.01,deal.v.06,1
churn.v.01,stir.v.01,1
bet.v.01,reason.v.03,1
legalize.v.01,react.v.01,1
leave.v.06,yield.v.01,1
plaster.v.03,connect.v.01,1
angle-park.v.01,control.v.01,1
seek_out.v.01,search.v.01,1
stamp.v.03,remember.v.02,1
equalize.v.01,gain.v.05,1
lime.v.02,cover.v.01,1
lipstick.v.02,better.v.02,1
pinnacle.v.01,be.v.03,1
disintegrate.v.01,change.v.02,1
apply.v.03,request.v.01,1
wear_on.v.01,change.v.02,1
create_verbally.v.01,make.v.03,1
nutrify.v.01,feed.v.02,1
arouse.v.01,make.v.03,1
cavil.v.01,think.v.03,1
cross-index.v.01,index.v.01,1
goldplate.v.01,coat.v.01,1
parcel.v.03,wrap.v.01,1
remake.v.01,produce.v.02,1
quest.v.04,convey.v.03,1
yarn.v.01,act.v.01,1
scald.v.02,change.v.01,1
strike_up.v.02,cause.v.01,1
gouge.v.01,mutilate.v.03,1
patronize.v.04,arouse.v.01,1
call.v.24,transfer.v.02,1
oxidize.v.02,change.v.02,1
hold.v.36,inhibit.v.04,1
print.v.04,change.v.01,1
hopple.v.01,attach.v.01,1
strangulate.v.02,compress.v.02,1
mew.v.02,utter.v.02,1
augur.v.02,think.v.03,1
throw.v.06,move.v.02,1
brace.v.01,fix.v.12,1
strip.v.13,remove.v.01,1
kit_out.v.01,transfer.v.05,1
rusticate.v.04,cut.v.01,1
islamize.v.02,change.v.01,1
instill.v.02,insert.v.01,1
dip.v.10,penetrate.v.01,1
set_back.v.03,cost.v.01,1
interest.v.01,arouse.v.01,1
reflect.v.06,interact.v.01,1
debut.v.01,cause.v.01,1
tender.v.04,change.v.01,1
scroll.v.01,change.v.03,1
droop.v.02,dangle.v.01,1
carry.v.12,think.v.03,1
offset.v.01,change.v.01,1
soft-solder.v.01,solder.v.01,1
check.v.16,draw.v.06,1
exchange.v.04,appoint.v.02,1
reprimand.v.01,knock.v.06,1
jog.v.05,nudge.v.01,1
ebb.v.01,withdraw.v.01,1
back.v.02,travel.v.01,1
martyr.v.02,indispose.v.03,1
deliver.v.11,move.v.02,1
synthesize.v.01,compound.v.02,1
overshoot.v.01,fire.v.02,1
recommend.v.01,state.v.01,1
wash_down.v.02,move.v.03,1
gild.v.01,change.v.01,1
confront.v.04,front.v.01,1
benefice.v.01,endow.v.02,1
eternize.v.01,continue.v.03,1
remit.v.04,invite.v.04,1
anoint.v.01,choose.v.01,1
update.v.02,interact.v.01,1
inspan.v.01,yoke.v.03,1
score.v.04,compose.v.02,1
sit_in.v.02,refuse.v.01,1
extrapolate.v.03,think.v.03,1
revamp.v.01,re-create.v.01,1
ebonize.v.01,stain.v.01,1
watch.v.02,check.v.01,1
rearm.v.01,arm.v.02,1
play_back.v.01,reproduce.v.01,1
concede.v.04,surrender.v.01,1
fall.v.12,transgress.v.01,1
circumscribe.v.01,mark.v.05,1
exemplify.v.01,convey.v.01,1
heft.v.02,communicate.v.02,1
retranslate.v.01,interact.v.01,1
slip.v.02,insert.v.02,1
